Company Owner,Allocation Date,Segment,Firmable ID,Company,Website,Priority,ICP Score,Industry Tier,Sub-segment,Velocity,Coverage Motion,ANZ Signal,SEA Presence,In SG,In MY,In ID,In PH,HQ,Account Type,Org Size,B2B Type,Industry,APAC Sales HC,AU Sales,NZ Emp,SG Sales,MY Sales,ID Sales,PH Sales,HK Sales,JP Sales
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001515847,Fireblocks,fireblocks.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Financial technology (fintech)",27,3,—,20,—,—,—,2,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000549398,Fivetran,fivetran.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Data analytics or artificial intelligence",17,7,5,7,—,—,—,—,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000443905,Flexera,flexera.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",11,8,—,2,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001516054,Flywire,flywire.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Financial technology (fintech)",24,9,2,9,—,1,—,—,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000441111,Forcepoint,forcepoint.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",14,1,—,4,3,2,2,2,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000002154695,Freshworks,freshworks.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",18,9,2,7,2,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000449073,Fusion Connect,fusionconnect.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Telecommunications services, Hosting and cloud infrastructure",12,2,—,—,—,—,10,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000944635,Gigamon,gigamon.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Computer software",18,7,1,8,—,1,1,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000002185056,GitHub,github.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),201-500 employees,b2bvsb2c-no-data,Computer software,41,20,5,—,—,1,1,—,19
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001674034,Grafana Labs,grafana.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Data analytics or artificial intelligence",21,11,—,8,—,—,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001507832,Group-IB,group-ib.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,,,SG,SEA HQ,51-200 employees,b2bvsb2c-no-data,"Cybersecurity, Security and investigation services",0,1,1,5,5,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000001490758,Guidewire Software,guidewire.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Computer software, Data analytics or artificial intelligence",12,9,2,—,—,1,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000002252673,HID,hidglobal.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Security and investigation services",34,7,3,3,8,3,1,9,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000474955,Harmonic,harmonicinc.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Internet services and web portals, Telecommunications services",11,2,1,4,1,—,—,3,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001491074,HashiCorp,hashicorp.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Hosting and cloud infrastructure",27,8,—,11,—,1,—,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001491211,HealthMetrics,healthmetrics.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,Yes,,,MY,SEA HQ,51-200 employees,b2b,"Computer software, Human resources services",0,4,2,2,10,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000004699501,Hospitality Solutions,sabrehospitality.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,Computer software,13,3,1,5,—,—,—,4,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001621765,Huntress,huntress.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,Cybersecurity,17,16,—,—,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000747056,IMC Trading,imc.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,,Yes,NL,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Computer software, Financial technology (fintech)",10,2,3,—,—,—,7,1,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000520538,Ideagen,ideagen.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA,ANZ,Yes,,Yes,,,GB,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Cybersecurity, Computer software",29,25,3,—,4,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001546668,Illumio,illumio.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Data analytics or artificial intelligence",14,8,—,3,—,—,—,—,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001385481,Imperva,imperva.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",16,2,1,7,—,—,—,2,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001416429,InEight,ineight.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Construction, Computer software",12,11,1,—,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001458599,Infoblox,infoblox.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",27,9,2,7,5,2,2,1,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001478101,Insider.,useinsider.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",16,7,—,4,2,3,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001547086,Integral Development Corp.,integral.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Financial technology (fintech)",12,3,—,6,—,—,—,1,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000950936,Intercom,intercom.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2bc,"Computer software, Call centers and customer support services",13,12,—,—,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001231432,Ivanti,ivanti.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",42,18,—,9,—,1,—,2,12
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001754955,JFrog,jfrog.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Hosting and cloud infrastructure",15,7,—,4,—,—,—,—,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000748284,Jamf,jamf.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",36,11,—,3,—,—,—,—,22
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000004308390,Juris Technologies Sdn Bhd,juristech.net,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA,ANZ,Yes,,Yes,Yes,,MY,SEA HQ,201-500 employees,b2b,Computer software,0,1,—,—,10,2,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001457458,KnowBe4,knowbe4.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Professional training and coaching",59,17,—,30,—,—,—,—,12
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001732811,Kong Inc.,konghq.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",22,8,—,9,—,1,—,1,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001643249,"Konica Minolta Business Solutions U.S.A., Inc.",konicaminolta.us,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Computer software, IT consulting and support services",15,5,15,2,3,3,—,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000230906,Liferay,liferay.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Internet services and web portals",14,2,—,4,—,1,—,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000002434893,Lightspeed Commerce,lightspeedhq.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA,ANZ,Yes,,,,Yes,CA,Non-SEA HQ (APAC presence),201-500 employees,b2bvsb2c-no-data,"Computer software, E-commerce retailers",63,49,165,—,—,—,14,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000217144,LogicMonitor,logicmonitor.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Hosting and cloud infrastructure",12,7,—,5,—,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000001652018,M.Tech,mtechpro.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,SG,SEA HQ,51-200 employees,b2b,"Cybersecurity, IT consulting and support services",0,1,—,16,2,4,1,1,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001225175,Mavenir,mavenir.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Telecommunications services",16,3,1,6,2,—,1,1,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000786080,McAfee,mcafee.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Cybersecurity, Computer software",38,10,1,2,3,3,1,3,16
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001575318,Menlo Security Inc.,menlosecurity.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",17,1,—,8,—,—,1,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000747367,MicroStrategy,microstrategy.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",20,4,1,5,—,—,—,1,10
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast Local,f000000245517,Microgenesis,mgenesis.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,,Yes,PH,SEA HQ,51-200 employees,b2b,"Hosting and cloud infrastructure, IT consulting and support services",0,1,—,—,—,—,17,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000811515,Mindbody,mindbodyonline.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Fitness and wellness centres",18,17,—,1,—,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000260371,Minitab,minitab.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Data analytics or artificial intelligence",12,5,—,1,—,—,—,5,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001685864,Miro,miro.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Design services (creative and digital)",37,16,2,5,—,—,—,—,16
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001685887,Mitratech,mitratech.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Computer software",25,2,1,—,—,1,22,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000265649,Momence,momence.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, Fitness and wellness centres",13,9,—,—,—,—,4,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001381743,Monotype,monotype.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Computer software, Design services (creative and digital)",30,11,—,4,—,—,—,1,14
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000281587,MuleSoft,mulesoft.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",27,15,5,5,—,—,—,—,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001135536,Multiplier,usemultiplier.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Human resources services",17,4,—,12,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000276299,N-able,n-able.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Cybersecurity, IT consulting and support services",21,20,—,—,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001228599,NETGEAR,netgear.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Cybersecurity, Computer hardware manufacturing",17,9,—,2,—,—,—,2,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001648053,NETSCOUT,netscout.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, Computer software",23,10,1,7,1,2,—,1,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000747423,New Relic,newrelic.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",34,14,1,6,—,—,—,—,14
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000285014,NinjaOne,ninjaone.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Computer software, IT consulting and support services",35,33,—,—,1,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000002601450,Northrop Grumman,northropgrumman.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),501-1000 employees,b2b,"Cybersecurity, Aerospace and defense manufacturing",11,5,4,—,—,1,2,—,3
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001627167,OPSWAT,opswat.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Cybersecurity, Security and investigation services",11,4,—,2,—,—,—,—,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000001405748,Odoo,odoo.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,Yes,Yes,BE,Non-SEA HQ (APAC presence),201-500 employees,b2b,"Computer software, IT consulting and support services",101,21,—,—,1,15,1,63,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001627125,OneStream Software,onestream.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),11-50 employees,b2bvsb2c-no-data,"Computer software, Data analytics or artificial intelligence",14,9,—,3,—,2,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000004590,Online Shop,onlineshop.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Internet services and web portals, E-commerce retailers",14,1,—,—,—,10,3,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000336381,OutSystems,outsystems.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Hosting and cloud infrastructure",39,9,—,10,2,4,2,2,10
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000001701676,Own bussiness,sonianet.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,Yes,Yes,,Non-SEA HQ (APAC presence),501-1000 employees,b2bvsb2c-no-data,"Internet services and web portals, E-commerce retailers",50,7,18,—,14,7,21,—,1
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000004084378,Owner,owner.app,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),501-1000 employees,b2b,"Computer software, Marketing and advertising services",24,12,26,—,1,5,5,1,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001032360,PGi,pgi.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Internet services and web portals, IT consulting and support services",16,9,5,1,2,—,—,—,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000818345,Perforce Software,perforce.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,,,US,Non-SEA HQ (APAC presence),11-50 employees,b2b,"Computer software, IT consulting and support services",11,7,1,4,—,—,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001686107,Ping Identity,pingidentity.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",24,12,3,11,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001543315,Podium,podium.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Call centers and customer support services",72,71,3,—,—,—,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000341025,Procore Technologies,procore.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Construction, Computer software",59,58,—,—,—,1,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000785728,Progress,progress.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Hosting and cloud infrastructure",16,6,—,3,3,1,1,—,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000817915,Qlik,qlik.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",57,17,1,15,3,1,5,1,15
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000964057,Quest Software,quest.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",43,15,1,7,11,—,1,5,4
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001497407,R Systems,rsystems.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, IT consulting and support services",13,—,2,3,5,2,3,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000568585,RSA Security,rsa.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,Cybersecurity,20,5,—,3,2,1,1,2,6
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001436708,RUCKUS Networks,ruckusnetworks.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Telecommunications services, Hosting and cloud infrastructure",17,4,4,3,4,4,—,2,—
